Type of Transaction,Sender ID,Receiver ID,Amount of Money Transferred,Date,Is Fraud,Type of Fraud,Day of the Week
transfer,70504,58765,46291.43,6/12/2019 10:05,0,none,Wednesday
transfer,85180,4961,44766.57,7/1/2019 11:30,0,none,Monday
transfer,28562,58427,9668.2,5/3/2019 12:01,0,none,Friday
transfer,59829,91264,21186.29,6/10/2019 8:47,0,none,Monday
transfer,83831,1013,46675.7,6/5/2019 13:29,0,none,Wednesday
transfer,3389,94221,34467.73,7/2/2019 12:07,0,none,Tuesday
transfer,76106,41315,18896.03,5/5/2019 11:19,0,none,Sunday
transfer,53075,63910,15790.99,5/16/2019 14:42,0,none,Thursday
transfer,91664,10233,35343.03,4/13/2019 14:32,0,none,Saturday
transfer,80198,56531,19318.99,6/8/2019 9:03,0,none,Saturday
transfer,55955,2389,23116.8,3/4/2019 8:41,0,none,Monday
transfer,80417,25172,13843.87,6/26/2019 10:42,0,none,Wednesday
transfer,79779,74959,46405.44,6/23/2019 11:35,0,none,Sunday
transfer,59047,75007,26917.58,6/2/2019 11:59,0,none,Sunday
transfer,93237,28594,24714.75,4/26/2019 15:25,0,none,Friday
transfer,89707,20924,42433.03,6/13/2019 12:19,0,none,Thursday
transfer,3594,88623,36232.77,6/25/2019 11:50,0,none,Tuesday
transfer,82494,76772,9277.02,7/10/2019 9:40,0,none,Wednesday
transfer,46125,57020,7646.17,3/13/2019 15:34,0,none,Wednesday
transfer,83061,72988,21874.92,2/22/2019 14:46,0,none,Friday
transfer,39475,603,33158.7,3/12/2019 15:58,0,none,Tuesday
transfer,82292,99373,34629.33,4/1/2019 13:56,0,none,Monday
transfer,99250,78255,45055.13,3/31/2019 13:35,0,none,Sunday
transfer,23853,80326,4542.38,4/19/2019 13:44,0,none,Friday
transfer,48967,70275,49221.63,4/19/2019 13:51,0,none,Friday
transfer,17011,67775,3472.9,3/27/2019 10:18,0,none,Wednesday
transfer,6431,21366,43710.28,3/12/2019 11:33,0,none,Tuesday
transfer,46146,90377,37241.01,3/13/2019 14:05,0,none,Wednesday
transfer,65022,61591,42791.78,6/22/2019 13:30,0,none,Saturday
transfer,65222,14956,41802.01,4/22/2019 12:33,0,none,Monday
transfer,13655,30428,48866.83,5/21/2019 12:17,0,none,Tuesday
transfer,5569,58674,6250.93,4/17/2019 13:36,0,none,Wednesday
transfer,49543,95152,10963.51,4/18/2019 15:44,0,none,Thursday
transfer,45069,65997,39721.97,7/19/2019 11:22,0,none,Friday
transfer,47572,81630,32563.23,3/3/2019 15:00,0,none,Sunday
transfer,53222,77434,48252.24,5/20/2019 13:23,0,none,Monday
transfer,1286,17233,15429.96,5/17/2019 13:31,0,none,Friday
transfer,23041,82061,13397.67,4/28/2019 12:51,0,none,Sunday
transfer,15597,58273,42637.62,5/15/2019 10:25,0,none,Wednesday
transfer,40659,23997,20843.73,4/4/2019 8:25,0,none,Thursday
transfer,13431,83381,16349.13,6/29/2019 12:23,0,none,Saturday
transfer,33294,21709,34100.9,7/16/2019 15:41,0,none,Tuesday
transfer,16633,65511,3302.93,3/21/2019 11:28,0,none,Thursday
transfer,7828,28174,28142.18,4/25/2019 13:27,0,none,Thursday
transfer,13506,55217,19946.67,5/17/2019 14:47,0,none,Friday
transfer,76340,55758,45092.67,3/9/2019 12:35,0,none,Saturday
transfer,59403,1787,49242.44,4/25/2019 11:19,0,none,Thursday
transfer,99775,45704,28734.66,6/19/2019 9:45,0,none,Wednesday
transfer,98300,86978,48996.27,5/28/2019 15:50,0,none,Tuesday
transfer,5224,4388,39449.28,3/26/2019 9:47,0,none,Tuesday
transfer,91741,44794,7999.75,4/20/2019 10:12,0,none,Saturday
transfer,78222,42292,18011.99,3/8/2019 15:23,0,none,Friday
transfer,98628,59469,867.43,6/4/2019 13:52,0,none,Tuesday
transfer,23686,25511,27682.37,4/19/2019 10:14,0,none,Friday
transfer,71790,43732,49546.92,6/2/2019 15:41,0,none,Sunday
transfer,39968,44627,9906.1,6/6/2019 11:55,0,none,Thursday
transfer,61162,78998,38603.32,4/7/2019 10:23,0,none,Sunday
transfer,48774,78255,31701,6/26/2019 10:37,0,none,Wednesday
transfer,74205,25089,16875.81,6/30/2019 9:40,0,none,Sunday
transfer,6162,21496,18551.6,5/19/2019 12:29,0,none,Sunday
transfer,24653,81941,46732.3,5/15/2019 9:47,0,none,Wednesday
transfer,97857,81901,21452.01,3/13/2019 15:29,0,none,Wednesday
transfer,40945,84520,44945.18,3/11/2019 9:08,0,none,Monday
transfer,21262,88684,17159.03,3/20/2019 13:59,0,none,Wednesday
transfer,62612,83206,31338.3,7/19/2019 8:32,0,none,Friday
transfer,61737,43877,25431.5,5/10/2019 10:02,0,none,Friday
transfer,87422,46362,24044.46,5/28/2019 10:45,0,none,Tuesday
transfer,75439,53693,14506.94,6/28/2019 8:21,0,none,Friday
transfer,85902,96010,3635.41,6/16/2019 14:37,0,none,Sunday
transfer,58976,63592,6250.32,4/6/2019 13:59,0,none,Saturday
transfer,12924,56619,31973.68,4/26/2019 8:21,0,none,Friday
transfer,40939,39952,20817.09,4/28/2019 8:01,0,none,Sunday
transfer,36154,30735,48241.6,3/11/2019 10:57,0,none,Monday
transfer,65693,41233,26824.28,2/21/2019 15:17,0,none,Thursday
transfer,98866,16241,18681.72,2/25/2019 11:07,0,none,Monday
transfer,8953,90794,19222.66,6/19/2019 14:04,0,none,Wednesday
transfer,46242,41205,9006.32,6/18/2019 12:49,0,none,Tuesday
transfer,85716,66341,13415.63,5/19/2019 14:21,0,none,Sunday
transfer,37792,52256,23735.41,5/12/2019 10:08,0,none,Sunday
transfer,40206,55859,10151.33,7/20/2019 14:33,0,none,Saturday
transfer,49846,85016,40228.93,7/15/2019 10:53,0,none,Monday
transfer,76223,18247,28279.24,7/9/2019 12:14,0,none,Tuesday
transfer,76829,4000,13829.1,5/8/2019 8:40,0,none,Wednesday
transfer,2295,27828,31475.9,6/30/2019 14:20,0,none,Sunday
transfer,89252,34421,5874.44,3/18/2019 10:48,0,none,Monday
transfer,4108,35891,24144.79,5/28/2019 15:15,0,none,Tuesday
transfer,15539,35677,43177.37,6/26/2019 11:16,0,none,Wednesday
transfer,26217,4919,26693.09,4/11/2019 9:08,0,none,Thursday
transfer,20457,24114,7814.65,7/20/2019 10:30,0,none,Saturday
transfer,16988,74937,46371.9,6/20/2019 15:39,0,none,Thursday
transfer,57246,4129,1929.67,7/17/2019 9:46,0,none,Wednesday
transfer,48104,39961,19989.86,6/6/2019 14:21,0,none,Thursday
transfer,51395,45408,9970.49,7/19/2019 9:36,0,none,Friday
transfer,30799,69779,21561.23,3/21/2019 12:01,0,none,Thursday
transfer,8329,86560,28924.9,5/8/2019 11:09,0,none,Wednesday
transfer,42862,74946,18236.24,5/30/2019 8:51,0,none,Thursday
transfer,52808,29728,32875.33,3/25/2019 11:58,0,none,Monday
transfer,34565,50275,33340.81,5/17/2019 10:55,0,none,Friday
transfer,98047,87901,35795.61,6/1/2019 10:05,0,none,Saturday
transfer,46560,5591,36357.04,7/14/2019 10:44,0,none,Sunday
transfer,97547,76168,46856.34,3/20/2019 10:47,0,none,Wednesday
transfer,88501,72081,20085.09,6/26/2019 13:06,0,none,Wednesday
transfer,71746,67214,49561.06,4/15/2019 14:24,0,none,Monday
transfer,78089,22542,48603.82,6/30/2019 9:12,0,none,Sunday
transfer,61630,21022,19771.51,3/8/2019 15:50,0,none,Friday
transfer,56749,87541,37867.23,4/16/2019 15:09,0,none,Tuesday
transfer,61958,36703,38937.25,3/8/2019 15:04,0,none,Friday
transfer,72538,80715,896.81,4/17/2019 15:09,0,none,Wednesday
transfer,25930,38206,669.3,6/15/2019 10:17,0,none,Saturday
transfer,66595,11761,46460.8,7/3/2019 9:13,0,none,Wednesday
transfer,64872,53465,33102.72,3/23/2019 12:08,0,none,Saturday
transfer,52291,2372,46140.42,5/8/2019 12:27,0,none,Wednesday
transfer,24099,25210,48445.98,3/8/2019 10:08,0,none,Friday
transfer,14846,84900,14365.02,5/9/2019 12:18,0,none,Thursday
transfer,31344,17378,17380.05,5/23/2019 15:45,0,none,Thursday
transfer,57361,44441,35893.33,6/12/2019 10:16,0,none,Wednesday
transfer,82093,26293,7682.6,3/29/2019 8:43,0,none,Friday
transfer,11200,79868,40520.75,6/6/2019 10:05,0,none,Thursday
transfer,58823,32382,2482.14,4/22/2019 9:05,0,none,Monday
transfer,71890,37448,20847.36,5/20/2019 13:49,0,none,Monday
transfer,90373,49579,8262.8,3/13/2019 11:47,0,none,Wednesday
transfer,5795,17240,42895.05,4/19/2019 10:33,0,none,Friday
transfer,31815,45385,34122.64,5/22/2019 8:33,0,none,Wednesday
transfer,42879,19263,32172.17,2/20/2019 13:04,0,none,Wednesday
transfer,46531,36450,42193.54,7/10/2019 9:58,0,none,Wednesday
transfer,18202,3608,28759.79,5/7/2019 9:36,0,none,Tuesday
transfer,29681,30154,47277.47,6/1/2019 10:59,0,none,Saturday
transfer,20546,86594,5994.28,2/26/2019 10:14,0,none,Tuesday
transfer,14614,31073,33727.94,6/9/2019 12:18,0,none,Sunday
transfer,71858,17627,39060.96,5/25/2019 8:23,0,none,Saturday
transfer,9398,29363,49380.01,4/20/2019 12:04,0,none,Saturday
transfer,90279,80350,26749.73,5/18/2019 12:52,0,none,Saturday
transfer,57087,13293,42148.63,3/11/2019 15:51,0,none,Monday
transfer,12303,86732,6500.38,3/1/2019 9:15,0,none,Friday
transfer,30932,50722,2347.96,4/24/2019 14:20,0,none,Wednesday
transfer,79733,83575,11241.83,3/23/2019 11:12,0,none,Saturday
transfer,17446,4857,16484.32,4/1/2019 11:58,0,none,Monday
transfer,48053,63619,19401.75,4/11/2019 13:40,0,none,Thursday
transfer,75507,15336,18986.55,5/26/2019 15:34,0,none,Sunday
transfer,4832,38638,39541.74,7/5/2019 8:20,0,none,Friday
transfer,57489,39651,47294.68,2/27/2019 14:52,0,none,Wednesday
transfer,30644,77620,6567.67,7/11/2019 10:23,0,none,Thursday
transfer,77657,72806,41870.29,3/10/2019 12:02,0,none,Sunday
transfer,94476,43225,29156.22,4/4/2019 12:02,0,none,Thursday
transfer,46314,88223,9237.73,3/11/2019 15:25,0,none,Monday
transfer,46893,96138,3651.71,4/1/2019 15:20,0,none,Monday
transfer,41337,95930,5141.64,6/22/2019 8:54,0,none,Saturday
transfer,81233,2525,17374.04,5/15/2019 9:52,0,none,Wednesday
transfer,66658,90834,30158.23,7/13/2019 14:16,0,none,Saturday
transfer,14664,91860,16827.97,4/8/2019 12:16,0,none,Monday
transfer,50457,41618,14166.89,5/15/2019 10:43,0,none,Wednesday
transfer,7960,96938,1454.4,7/15/2019 12:44,0,none,Monday
transfer,23824,40603,29247.31,5/21/2019 11:28,0,none,Tuesday
transfer,9462,65474,18666.86,5/27/2019 11:45,0,none,Monday
transfer,49896,66893,37513.26,7/2/2019 8:35,0,none,Tuesday
transfer,29968,35235,42643.67,7/13/2019 8:29,0,none,Saturday
transfer,52554,56808,18946.8,7/10/2019 11:37,0,none,Wednesday
transfer,89707,30152,3709.47,7/8/2019 13:03,0,none,Monday
transfer,47353,41905,34829.04,4/28/2019 14:37,0,none,Sunday
transfer,64890,85625,19851.36,6/5/2019 10:03,0,none,Wednesday
transfer,57365,13814,15348.32,3/15/2019 12:59,0,none,Friday
transfer,85195,35482,30737.95,4/9/2019 12:52,0,none,Tuesday
transfer,69561,14678,699.75,3/21/2019 14:34,0,none,Thursday
transfer,16485,44689,28707,4/7/2019 9:25,0,none,Sunday
transfer,3798,51215,32869.75,4/12/2019 13:03,0,none,Friday
transfer,38153,46344,12240.59,3/31/2019 14:10,0,none,Sunday
transfer,47047,20896,16300.93,4/30/2019 11:26,0,none,Tuesday
transfer,21515,75244,20967.46,4/20/2019 13:21,0,none,Saturday
transfer,28248,60455,16029.92,6/17/2019 8:53,0,none,Monday
transfer,37108,79920,23022.17,6/6/2019 10:57,0,none,Thursday
transfer,7633,73423,38291.76,3/11/2019 9:44,0,none,Monday
transfer,33596,45412,4224.32,5/31/2019 8:54,0,none,Friday
transfer,35256,98589,30627.29,7/19/2019 8:44,0,none,Friday
transfer,12962,95511,1740.59,5/17/2019 9:18,0,none,Friday
transfer,23514,38448,16679.9,3/17/2019 9:10,0,none,Sunday
transfer,93989,57131,33271.84,6/13/2019 9:21,0,none,Thursday
transfer,723,24818,12679.2,5/8/2019 11:47,0,none,Wednesday
transfer,70734,69285,37152.22,2/21/2019 13:23,0,none,Thursday
transfer,93556,77285,11148.7,7/7/2019 12:17,0,none,Sunday
transfer,76546,54402,34806.79,4/20/2019 13:10,0,none,Saturday
transfer,76320,9413,40582.88,6/15/2019 11:40,0,none,Saturday
transfer,43889,59678,23129.58,4/27/2019 14:42,0,none,Saturday
transfer,64654,65773,22418.88,5/5/2019 10:22,0,none,Sunday
transfer,90140,99814,41041.67,5/29/2019 10:38,0,none,Wednesday
transfer,45882,47581,28782.94,7/17/2019 9:31,0,none,Wednesday
transfer,11077,26825,6691.25,7/17/2019 13:44,0,none,Wednesday
transfer,5917,33125,4994.94,5/31/2019 8:34,0,none,Friday
transfer,64731,49412,39070.96,4/5/2019 8:38,0,none,Friday
transfer,30084,10836,20079.5,3/8/2019 15:30,0,none,Friday
transfer,64292,57951,24218.1,7/7/2019 14:30,0,none,Sunday
transfer,54161,17918,6029.5,6/24/2019 14:53,0,none,Monday
transfer,94284,9888,9346.29,7/7/2019 8:56,0,none,Sunday
transfer,92033,20890,22562.28,4/29/2019 11:55,0,none,Monday
transfer,1489,77795,17836.82,5/1/2019 13:01,0,none,Wednesday
transfer,48180,4850,2564.69,5/25/2019 11:18,0,none,Saturday
transfer,71269,45201,31154.24,6/6/2019 11:54,0,none,Thursday
transfer,40268,78025,28006.1,6/6/2019 14:13,0,none,Thursday
transfer,10147,29990,10231.49,3/7/2019 8:00,0,none,Thursday
transfer,36698,79340,44020.54,3/23/2019 8:26,0,none,Saturday
transfer,68889,35880,44407.25,3/23/2019 14:34,0,none,Saturday
transfer,29080,83596,19204.94,3/21/2019 13:53,0,none,Thursday
transfer,23831,77407,48955.8,4/13/2019 13:18,0,none,Saturday
transfer,45472,58536,28620.29,6/20/2019 12:50,0,none,Thursday
transfer,70378,55162,11307.73,5/23/2019 11:57,0,none,Thursday
transfer,60795,16152,9607.81,4/19/2019 14:34,0,none,Friday
transfer,83524,28876,19499.75,7/5/2019 12:29,0,none,Friday
transfer,91753,47632,20756.87,2/28/2019 15:34,0,none,Thursday
transfer,71858,56531,8789.86,5/3/2019 12:14,0,none,Friday
transfer,68889,49579,49961.01,6/19/2019 8:01,0,none,Wednesday
transfer,36698,35235,32521.56,2/25/2019 15:12,0,none,Monday
transfer,15050,6225,39099.08,7/18/2019 8:08,0,none,Thursday
transfer,15597,88223,16057.47,6/5/2019 10:26,0,none,Wednesday
transfer,70264,15287,20510.59,5/29/2019 9:31,0,none,Wednesday
transfer,72456,15050,36788.42,6/25/2019 13:33,0,none,Tuesday
transfer,83513,56749,20698.19,5/14/2019 11:24,0,none,Tuesday
transfer,53075,82494,18338.78,3/3/2019 12:09,0,none,Sunday
transfer,13506,19544,49188.59,3/14/2019 9:56,0,none,Thursday
transfer,61399,46436,25114.69,3/4/2019 12:00,0,none,Monday
transfer,603,57361,17588.52,6/1/2019 8:22,0,none,Saturday
transfer,50275,96135,32708.58,7/4/2019 10:29,0,none,Thursday
transfer,65997,98808,15463.92,4/21/2019 14:20,0,none,Sunday
transfer,37507,98047,7043.48,6/29/2019 15:43,0,none,Saturday
transfer,73913,53268,47529.15,4/10/2019 12:49,0,none,Wednesday
transfer,95152,70912,29208.99,6/17/2019 11:56,0,none,Monday
transfer,53268,17534,18407.88,7/8/2019 13:46,0,none,Monday
transfer,17700,88390,15923.77,4/23/2019 8:38,0,none,Tuesday
transfer,2232,6254,12245.11,6/23/2019 15:40,0,none,Sunday
transfer,5953,6477,20090.05,5/25/2019 15:18,0,none,Saturday
transfer,33789,61346,45253.71,5/29/2019 12:17,0,none,Wednesday
transfer,26293,18165,39632.8,6/26/2019 9:12,0,none,Wednesday
transfer,77285,18165,17917.82,5/4/2019 11:55,0,none,Saturday
transfer,59191,95498,4207.39,4/22/2019 11:17,0,none,Monday
transfer,24510,95498,32718.48,6/16/2019 8:04,0,none,Sunday
transfer,97547,31163,42772.15,3/19/2019 8:50,0,none,Tuesday
transfer,11200,73055,11780.6,6/9/2019 15:04,0,none,Sunday
transfer,74177,83790,41690.1,7/11/2019 11:26,0,none,Thursday
transfer,8953,9987,8624.05,3/12/2019 9:01,0,none,Tuesday
transfer,55072,41461,26867.17,2/25/2019 14:37,0,none,Monday
transfer,87901,84618,14275.98,3/6/2019 10:18,0,none,Wednesday
transfer,30735,3854,48496.62,7/15/2019 10:57,0,none,Monday
transfer,70122,35926,39925.82,3/1/2019 10:51,0,none,Friday
transfer,86384,6762,17073.22,4/10/2019 9:47,0,none,Wednesday
transfer,76223,47522,6522.64,7/11/2019 10:20,0,none,Thursday
transfer,17015,15214,42909.73,3/9/2019 15:00,0,none,Saturday
transfer,73965,38586,15886.97,3/14/2019 8:21,0,none,Thursday
transfer,69425,71059,47115.77,3/6/2019 8:51,0,none,Wednesday
transfer,53222,95692,46894.76,4/4/2019 13:58,0,none,Thursday
transfer,1549,71746,49391.85,7/16/2019 9:14,0,none,Tuesday
transfer,9373,28248,46579.33,6/15/2019 15:59,0,none,Saturday
transfer,90598,14931,29470.84,3/13/2019 15:07,0,none,Wednesday
transfer,23784,38993,30834.63,2/20/2019 14:09,0,none,Wednesday
transfer,70669,93815,16248.27,6/28/2019 12:06,0,none,Friday
transfer,22046,70275,17451.88,7/7/2019 12:26,0,none,Sunday
transfer,20337,50110,4610.29,6/5/2019 12:30,0,none,Wednesday
transfer,22049,80349,3053.53,6/11/2019 9:12,0,none,Tuesday
transfer,27771,74938,10776.74,6/26/2019 9:52,0,none,Wednesday
transfer,46627,17240,40495.44,7/18/2019 11:11,0,none,Thursday
transfer,28046,73630,25687.92,6/20/2019 13:09,0,none,Thursday
transfer,89131,75507,17547.65,4/13/2019 14:59,0,none,Saturday
transfer,94670,13506,49471.3,4/7/2019 14:29,0,none,Sunday
transfer,89131,65629,7959.47,6/7/2019 11:35,0,none,Friday
transfer,61346,37108,17975.31,7/2/2019 15:11,0,none,Tuesday
transfer,31163,95093,23953.86,4/8/2019 11:33,0,none,Monday
transfer,28046,8950,36558.08,2/28/2019 8:13,0,none,Thursday
transfer,77508,65511,32047,3/11/2019 8:51,0,none,Monday
transfer,73055,83206,6559.07,5/21/2019 10:45,0,none,Tuesday
transfer,86903,67214,39346.08,5/20/2019 12:39,0,none,Monday
transfer,23069,47590,45555.62,6/12/2019 14:51,0,none,Wednesday
transfer,1489,34989,3404.43,7/15/2019 15:13,0,none,Monday
transfer,65222,950,45242.28,5/26/2019 13:01,0,none,Sunday
transfer,85716,950,4216.72,4/1/2019 14:41,0,none,Monday
transfer,46436,73532,14212.11,7/16/2019 14:59,0,none,Tuesday
transfer,52554,67662,46861.62,3/31/2019 14:29,0,none,Sunday
transfer,38590,41703,30621.17,5/27/2019 10:20,0,none,Monday
transfer,84097,44075,13878.55,6/5/2019 15:58,0,none,Wednesday
transfer,7960,55735,10260.62,7/18/2019 10:02,0,none,Thursday
transfer,47353,71881,28844.34,2/21/2019 14:25,0,none,Thursday
transfer,70504,58819,11233.95,2/28/2019 13:06,0,none,Thursday
transfer,89943,55884,21173.17,5/10/2019 14:49,0,none,Friday
transfer,20779,32548,3791.28,4/26/2019 13:43,0,none,Friday
transfer,42831,63730,20468.34,4/24/2019 13:40,0,none,Wednesday
transfer,16988,32346,2266.95,7/15/2019 15:48,0,none,Monday
transfer,44441,68625,26861.76,4/4/2019 9:03,0,none,Thursday
transfer,26293,29182,3785.83,6/11/2019 8:38,0,none,Tuesday
transfer,24114,25682,19516.55,3/24/2019 14:17,0,none,Sunday
transfer,27336,44881,3819.68,6/27/2019 8:25,0,none,Thursday
transfer,20896,39185,36037.45,4/2/2019 8:44,0,none,Tuesday
transfer,16921,75252,2243.57,4/6/2019 14:59,0,none,Saturday
transfer,61,68275,6314.9,5/23/2019 12:33,0,none,Thursday
transfer,5629,41703,40358.33,5/25/2019 10:18,0,none,Saturday
transfer,13293,1366,23105.52,4/30/2019 9:59,0,none,Tuesday
transfer,38206,85539,22316.71,4/15/2019 14:43,0,none,Monday
transfer,61399,35053,23867.52,5/10/2019 12:20,0,none,Friday
transfer,44627,46638,24684.4,5/9/2019 8:16,0,none,Thursday
transfer,98536,10608,39409.87,7/18/2019 12:47,0,none,Thursday
transfer,53465,19795,39754.19,7/12/2019 13:11,0,none,Friday
transfer,3828,61320,18412.6,5/29/2019 15:22,0,none,Wednesday
transfer,29182,85902,3515.89,3/14/2019 12:33,0,none,Thursday
transfer,44827,40206,3998.14,3/11/2019 11:30,0,none,Monday
transfer,20849,36154,16042.98,5/24/2019 9:04,0,none,Friday
transfer,73532,70504,26202.97,3/19/2019 9:19,0,none,Tuesday
transfer,85457,99282,12882.83,5/27/2019 10:56,0,none,Monday
transfer,44827,88623,19635.77,4/11/2019 10:19,0,none,Thursday
transfer,57833,1257,23336.78,4/3/2019 12:15,0,none,Wednesday
transfer,31270,35235,958.88,3/24/2019 14:32,0,none,Sunday
transfer,57833,66341,25723.96,5/29/2019 15:19,0,none,Wednesday
transfer,3961,43732,49699.01,6/6/2019 15:56,0,none,Thursday
transfer,57768,36973,6852.47,5/22/2019 15:24,0,none,Wednesday
transfer,7654,13064,13674.14,4/1/2019 12:59,0,none,Monday
transfer,94652,24510,13952.87,5/19/2019 11:23,0,none,Sunday
transfer,36647,33294,42537.56,6/30/2019 13:39,0,none,Sunday
transfer,1366,48104,29166.31,3/18/2019 12:47,0,none,Monday
transfer,84551,83206,27514.85,4/17/2019 13:56,0,none,Wednesday
transfer,44075,28306,11619.4,6/5/2019 9:04,0,none,Wednesday
transfer,8475,47018,23515.52,6/27/2019 13:56,0,none,Thursday
transfer,60685,55758,22237.61,3/25/2019 12:20,0,none,Monday
transfer,68275,69285,41169.48,5/23/2019 11:15,0,none,Thursday
transfer,4689,75678,11589.68,5/14/2019 11:44,0,none,Tuesday
transfer,66955,90279,30366.83,3/22/2019 12:34,0,none,Friday
transfer,15558,59047,46994.98,4/3/2019 14:40,0,none,Wednesday
transfer,6599,50700,2208.13,3/15/2019 9:00,0,none,Friday
transfer,64269,71803,49906.89,6/22/2019 9:54,0,none,Saturday
transfer,57768,36703,31966.28,5/20/2019 14:06,0,none,Monday
transfer,33174,26740,38023.59,3/6/2019 11:21,0,none,Wednesday
transfer,41032,44509,46341.9,6/23/2019 15:08,0,none,Sunday
transfer,97966,95152,11627.67,7/19/2019 14:54,0,none,Friday
transfer,70242,418,25011.84,3/21/2019 13:04,0,none,Thursday
transfer,60285,4763,43879.38,3/13/2019 11:53,0,none,Wednesday
transfer,4763,52672,43879.38,6/14/2019 14:35,0,none,Friday
transfer,52672,78424,43879.38,4/5/2019 9:58,0,none,Friday
transfer,78424,97246,43879.38,3/26/2019 8:24,0,none,Tuesday
transfer,97246,26173,43879.38,5/12/2019 14:02,0,none,Sunday
transfer,26173,24411,43879.38,2/24/2019 12:01,0,none,Sunday
transfer,24411,939,43879.38,5/19/2019 14:35,0,none,Sunday
transfer,939,91556,43879.38,2/23/2019 11:44,0,none,Saturday
transfer,91556,1145,43879.38,6/28/2019 13:21,0,none,Friday
transfer,1145,73250,43879.38,3/30/2019 13:30,0,none,Saturday
transfer,73250,55694,43879.38,5/12/2019 10:34,0,none,Sunday
transfer,55694,19022,43879.38,3/9/2019 14:11,0,none,Saturday
transfer,19022,93428,43879.38,3/15/2019 15:47,0,none,Friday
transfer,93428,12712,43879.38,6/30/2019 14:23,0,none,Sunday
transfer,12712,42838,43879.38,6/10/2019 15:59,0,none,Monday
transfer,41323,78247,13958.15,5/2/2019 9:41,0,none,Thursday
transfer,78247,24829,13958.15,6/6/2019 14:50,0,none,Thursday
transfer,24829,67002,13958.15,4/30/2019 11:17,0,none,Tuesday
transfer,67002,33148,13958.15,3/6/2019 10:49,0,none,Wednesday
transfer,33148,70809,13958.15,6/24/2019 15:30,0,none,Monday
transfer,70809,29444,13958.15,3/31/2019 13:53,0,none,Sunday
transfer,29444,44823,13958.15,4/4/2019 11:32,0,none,Thursday
transfer,44823,18510,13958.15,3/28/2019 10:25,0,none,Thursday
transfer,18510,65118,13958.15,3/26/2019 9:38,0,none,Tuesday
transfer,65118,85423,13958.15,5/3/2019 13:48,0,none,Friday
transfer,24748,99772,35032.7,5/26/2019 15:32,0,none,Sunday
transfer,99772,98671,35032.7,5/1/2019 11:25,0,none,Wednesday
transfer,98671,55419,35032.7,3/31/2019 8:19,0,none,Sunday
transfer,55419,86550,35032.7,6/15/2019 11:36,0,none,Saturday
transfer,86550,447,35032.7,6/4/2019 11:09,0,none,Tuesday
transfer,447,29601,35032.7,6/14/2019 11:08,0,none,Friday
transfer,29601,4622,35032.7,5/23/2019 13:14,0,none,Thursday
transfer,4622,7538,35032.7,7/15/2019 13:58,0,none,Monday
transfer,7538,15428,35032.7,3/12/2019 14:25,0,none,Tuesday
transfer,66175,17401,43691.96,4/28/2019 15:57,0,none,Sunday
transfer,17401,13760,43691.96,3/25/2019 8:52,0,none,Monday
transfer,13760,32080,43691.96,3/29/2019 14:02,0,none,Friday
transfer,32080,69237,43691.96,6/26/2019 10:34,0,none,Wednesday
transfer,69237,44868,43691.96,6/13/2019 11:47,0,none,Thursday
transfer,44868,57816,43691.96,5/6/2019 12:56,0,none,Monday
transfer,57816,70882,43691.96,6/26/2019 9:43,0,none,Wednesday
transfer,70882,68179,43691.96,5/4/2019 15:23,0,none,Saturday
transfer,28238,32176,11800.54,5/31/2019 8:46,0,none,Friday
transfer,32176,2608,11800.54,3/6/2019 8:43,0,none,Wednesday
transfer,2608,26551,11800.54,3/16/2019 14:20,0,none,Saturday
transfer,26551,33564,11800.54,7/16/2019 12:02,0,none,Tuesday
transfer,33564,6678,11800.54,7/15/2019 8:41,0,none,Monday
transfer,6678,40154,11800.54,6/8/2019 13:34,0,none,Saturday
transfer,40154,54099,11800.54,5/15/2019 15:46,0,none,Wednesday
transfer,30770,62556,133.32,5/9/2019 11:45,0,none,Thursday
transfer,39119,62556,133.32,7/10/2019 11:35,0,none,Wednesday
transfer,54784,62556,133.32,7/10/2019 13:27,0,none,Wednesday
transfer,40894,62556,133.32,4/19/2019 10:55,0,none,Friday
transfer,18036,62556,133.32,3/28/2019 12:38,0,none,Thursday
transfer,18283,62556,133.32,6/28/2019 13:40,0,none,Friday
transfer,89886,62556,133.32,6/15/2019 15:08,0,none,Saturday
transfer,21638,62556,133.32,5/23/2019 12:37,0,none,Thursday
transfer,72442,62556,133.33,3/14/2019 10:27,0,none,Thursday
transfer,42203,43793,1069.06,5/27/2019 12:00,0,none,Monday
transfer,64550,43793,1069.06,7/8/2019 8:15,0,none,Monday
transfer,3226,43793,1069.06,2/28/2019 14:08,0,none,Thursday
transfer,72164,43793,1069.06,5/8/2019 14:21,0,none,Wednesday
transfer,55340,43793,1069.06,7/8/2019 9:10,0,none,Monday
transfer,43725,43793,1069.06,4/28/2019 14:07,0,none,Sunday
transfer,46066,43793,1069.06,2/22/2019 15:30,0,none,Friday
transfer,77458,43793,1069.06,2/24/2019 8:31,0,none,Sunday
transfer,92057,43793,1069.07,5/13/2019 9:38,0,none,Monday
transfer,30714,43793,1069.07,6/28/2019 14:35,0,none,Friday
transfer,94900,43793,1069.07,4/7/2019 15:23,0,none,Sunday
transfer,10908,43793,1069.07,6/10/2019 15:27,0,none,Monday
transfer,87134,43793,1069.07,4/30/2019 9:24,0,none,Tuesday
transfer,57913,43793,1069.07,4/25/2019 12:40,0,none,Thursday
